Event Name,Start Date/Time,End Date/Time,Event Location,Latitude,Longitude
Soccer - Non Regulation,2024-07-08T09:00:00.000,2024-07-08T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-07T17:00:00.000,2024-07-07T19:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-07T20:30:00.000,2024-07-07T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
BookClub,2024-07-09T13:00:00.000,2024-07-09T14:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Softball (Little league),2024-07-07T08:00:00.000,2024-07-07T12:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-08T18:00:00.000,2024-07-08T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-10T09:00:00.000,2024-07-10T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Live After Dark,2024-07-09T20:00:00.000,2024-07-09T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-08T08:00:00.000,2024-07-08T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-10T08:00:00.000,2024-07-10T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Celebration,2024-07-08T12:30:00.000,2024-07-08T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-09T09:00:00.000,2024-07-09T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Tai Chi,2024-07-09T07:30:00.000,2024-07-09T08:30:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-07T17:00:00.000,2024-07-07T19:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-07T09:00:00.000,2024-07-07T22:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Miscellaneous,2024-07-09T15:30:00.000,2024-07-09T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-08T09:00:00.000,2024-07-08T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-08T10:00:00.000,2024-07-08T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-09T08:00:00.000,2024-07-09T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-07T19:00:00.000,2024-07-07T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-10T10:00:00.000,2024-07-10T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Baseball - 12 and Under (Little League),2024-07-08T09:00:00.000,2024-07-08T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-07T09:00:00.000,2024-07-07T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Poetry,2024-07-09T18:00:00.000,2024-07-09T19:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-10T09:00:00.000,2024-07-10T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-09T09:00:00.000,2024-07-09T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-07T12:00:00.000,2024-07-07T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-07T09:00:00.000,2024-07-07T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-07T13:00:00.000,2024-07-07T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-08T20:30:00.000,2024-07-08T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-07T15:00:00.000,2024-07-07T19:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-09T18:00:00.000,2024-07-09T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-08T08:00:00.000,2024-07-08T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Petanque Tournaments,2024-07-07T09:00:00.000,2024-07-07T18:00:00.000,Bryant Park: Petanque Court,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-09T09:00:00.000,2024-07-09T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Softball - Adults,2024-07-08T19:00:00.000,2024-07-08T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-09T08:00:00.000,2024-07-09T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-07T08:00:00.000,2024-07-07T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-09T09:30:00.000,2024-07-09T11:00:00.000,James J Walker Park: Soccer-01B,40.72974205,-74.00630704669005
Celebration,2024-07-10T11:00:00.000,2024-07-10T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-09T18:00:00.000,2024-07-09T20:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer -Regulation,2024-07-09T21:00:00.000,2024-07-09T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-11T08:00:00.000,2024-07-11T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-11T09:00:00.000,2024-07-11T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-12T08:00:00.000,2024-07-12T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Writers Workshop,2024-07-11T18:30:00.000,2024-07-11T20:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-11T08:00:00.000,2024-07-11T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Softball (Little league),2024-07-11T16:00:00.000,2024-07-11T19:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Lawn Yoga,2024-07-10T16:00:00.000,2024-07-10T20:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-10T14:30:00.000,2024-07-10T17:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Softball - Adults,2024-07-10T18:00:00.000,2024-07-10T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Boxing,2024-07-11T18:00:00.000,2024-07-11T19:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-11T18:00:00.000,2024-07-11T20:00:00.000,"Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01",40.7997949,-73.93487686769174
Softball - Adults,2024-07-11T18:00:00.000,2024-07-11T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Baseball - 12 and Under (Little League),2024-07-11T09:00:00.000,2024-07-11T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-11T12:00:00.000,2024-07-11T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Live After Dark,2024-07-10T20:00:00.000,2024-07-10T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
Miscellaneous,2024-07-11T15:30:00.000,2024-07-11T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-12T10:00:00.000,2024-07-12T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Non-Fiction,2024-07-10T19:00:00.000,2024-07-10T20:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
KnittingWWKIP Day,2024-07-10T13:30:00.000,2024-07-10T15:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-11T18:00:00.000,2024-07-11T22:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-12T09:00:00.000,2024-07-12T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer -Regulation,2024-07-11T21:00:00.000,2024-07-11T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Broadway in Bryant Park,2024-07-11T12:30:00.000,2024-07-11T13:30:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-27T14:00:00.000,2024-07-27T16:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-11T10:00:00.000,2024-07-11T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Softball - Adults,2024-07-11T19:00:00.000,2024-07-11T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-12T09:00:00.000,2024-07-12T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Picnic Performances,2024-07-12T17:00:00.000,2024-07-12T22:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-11T09:00:00.000,2024-07-11T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Celebration,2024-07-12T11:00:00.000,2024-07-12T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-12T09:00:00.000,2024-07-12T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-11T17:00:00.000,2024-07-11T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-11T17:30:00.000,2024-07-11T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-12T18:00:00.000,2024-07-12T20:00:00.000,"Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01 ,Wagner Playground: Soccer-01",40.7997949,-73.93487686769174
Miscellaneous,2024-07-12T19:00:00.000,2024-07-12T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Celebration,2024-07-13T12:00:00.000,2024-07-13T16:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-12T17:30:00.000,2024-07-12T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-12T19:00:00.000,2024-07-12T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-12T17:00:00.000,2024-07-12T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-13T08:00:00.000,2024-07-13T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-12T18:00:00.000,2024-07-12T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-13T10:00:00.000,2024-07-13T12:00:00.000,"Tanahey Playground: Soccer-01 ,Columbus Park: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-13T11:00:00.000,2024-07-13T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Miscellaneous,2024-07-12T15:30:00.000,2024-07-12T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Softball - Adults,2024-07-12T18:00:00.000,2024-07-12T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-13T09:00:00.000,2024-07-13T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-13T08:00:00.000,2024-07-13T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Softball (Little league),2024-07-13T08:00:00.000,2024-07-13T14:00:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Moves with Limon,2024-07-13T10:00:00.000,2024-07-13T11:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Celebration,2024-07-13T12:00:00.000,2024-07-13T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-13T16:00:00.000,2024-07-13T18:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Softball - Adults,2024-07-13T18:00:00.000,2024-07-13T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-13T13:00:00.000,2024-07-13T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Softball (Little league),2024-07-14T08:00:00.000,2024-07-14T12:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-14T08:00:00.000,2024-07-14T11:00:00.000,"James J Walker Park: Soccer-01 ,Frederick Douglass Playground: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-13T12:00:00.000,2024-07-13T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-13T13:00:00.000,2024-07-13T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Chess Tournaments,2024-07-14T10:00:00.000,2024-07-14T17:00:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-14T09:00:00.000,2024-07-14T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Softball - Adults,2024-07-13T18:00:00.000,2024-07-13T22:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-14T10:30:00.000,2024-07-14T13:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Celebration,2024-07-14T12:00:00.000,2024-07-14T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-14T09:00:00.000,2024-07-14T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-14T15:00:00.000,2024-07-14T19:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-15T09:00:00.000,2024-07-15T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-15T09:00:00.000,2024-07-15T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-15T08:00:00.000,2024-07-15T19:00:00.000,"James J Walker Park: Softball-01 ,Corlears Hook Park: Softball-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-14T13:30:00.000,2024-07-14T16:30:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-14T19:00:00.000,2024-07-14T21:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-14T18:00:00.000,2024-07-14T21:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-15T10:00:00.000,2024-07-15T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-14T12:00:00.000,2024-07-14T21:00:00.000,"Tanahey Playground: Soccer-01 ,Robert Moses Playground: Soccer-01",40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-14T17:00:00.000,2024-07-14T19:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-14T17:00:00.000,2024-07-14T19:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-14T20:30:00.000,2024-07-14T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-15T08:00:00.000,2024-07-15T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-14T13:00:00.000,2024-07-14T16:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Celebration,2024-07-15T11:00:00.000,2024-07-15T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Basketball,2024-07-08T10:00:00.000,2024-07-08T21:00:00.000,"Samuel N. Bennerson 2nd Playground: Basketball-01 ,Samuel N. Bennerson 2nd Playground: Basketball-01",40.7738043,-73.98697586605957
Soccer - Non Regulation,2024-07-15T09:00:00.000,2024-07-15T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Celebration,2024-07-15T12:30:00.000,2024-07-15T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-16T09:00:00.000,2024-07-16T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-15T18:00:00.000,2024-07-15T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-16T09:00:00.000,2024-07-16T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-16T08:00:00.000,2024-07-16T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-16T10:00:00.000,2024-07-16T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Tai Chi,2024-07-16T07:30:00.000,2024-07-16T08:30:00.000,Bryant Park: Fountain Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-15T18:00:00.000,2024-07-15T22:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-16T09:00:00.000,2024-07-16T22:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-15T20:30:00.000,2024-07-15T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-16T09:00:00.000,2024-07-16T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Basketball,2024-07-16T10:00:00.000,2024-07-16T21:00:00.000,"Samuel N. Bennerson 2nd Playground: Basketball-01 ,Samuel N. Bennerson 2nd Playground: Basketball-01",40.7738043,-73.98697586605957
Movie Nights,2024-07-15T16:00:00.000,2024-07-15T23:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Softball - Adults,2024-07-15T19:00:00.000,2024-07-15T21:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-16T09:30:00.000,2024-07-16T11:00:00.000,James J Walker Park: Soccer-01B,40.72974205,-74.00630704669005
StoryTime,2024-07-16T10:30:00.000,2024-07-16T11:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Books For Broadway,2024-07-16T12:30:00.000,2024-07-16T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Upper Terrace Yoga,2024-07-16T10:00:00.000,2024-07-16T11:00:00.000,Bryant Park: Upper Terrace,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-16T08:00:00.000,2024-07-16T22:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Basketball,2024-07-17T10:00:00.000,2024-07-17T21:00:00.000,"Samuel N. Bennerson 2nd Playground: Basketball-01 ,Samuel N. Bennerson 2nd Playground: Basketball-01",40.7738043,-73.98697586605957
Authors,2024-07-17T12:30:00.000,2024-07-17T13:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-17T09:00:00.000,2024-07-17T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-17T09:00:00.000,2024-07-17T13:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-16T18:00:00.000,2024-07-16T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-17T09:00:00.000,2024-07-17T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Poetry,2024-07-16T18:00:00.000,2024-07-16T19:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-17T08:00:00.000,2024-07-17T21:00:00.000,"James J Walker Park: Softball-01 ,James J Walker Park: Softball-01",40.72974205,-74.00630704669005
Baseball - 12 and Under (Little League),2024-07-16T17:00:00.000,2024-07-16T20:30:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Live After Dark,2024-07-16T20:00:00.000,2024-07-16T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-16T14:30:00.000,2024-07-16T17:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer -Regulation,2024-07-16T21:00:00.000,2024-07-16T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-17T08:00:00.000,2024-07-17T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-17T10:00:00.000,2024-07-17T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Celebration,2024-07-17T11:00:00.000,2024-07-17T12:00:00.000,Bryant Park: Le Carrousel,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-17T09:00:00.000,2024-07-17T23:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-17T09:00:00.000,2024-07-17T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-16T17:30:00.000,2024-07-16T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Miscellaneous,2024-07-16T15:30:00.000,2024-07-16T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-17T08:00:00.000,2024-07-17T20:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-16T18:00:00.000,2024-07-16T20:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Broadway in Bryant Park,2024-07-18T12:30:00.000,2024-07-18T13:30:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
KnittingWWKIP Day,2024-07-17T13:30:00.000,2024-07-17T15:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-18T08:00:00.000,2024-07-18T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-18T10:00:00.000,2024-07-18T15:30:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Live After Dark,2024-07-17T20:00:00.000,2024-07-17T21:30:00.000,Bryant Park: SW Porch,40.75375085,-73.98354279430387
Non-Fiction,2024-07-17T19:00:00.000,2024-07-17T20:30:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Baseball - 12 and Under (Little League),2024-07-18T09:00:00.000,2024-07-18T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Softball - Adults,2024-07-17T18:00:00.000,2024-07-17T20:30:00.000,Wagner Playground: Softball-01,40.7997949,-73.93487686769174
Soccer - Non Regulation,2024-07-18T09:00:00.000,2024-07-18T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Soccer - Non Regulation,2024-07-17T14:30:00.000,2024-07-17T17:00:00.000,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-18T08:00:00.000,2024-07-18T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Lawn Yoga,2024-07-17T16:00:00.000,2024-07-17T20:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Soccer - Non Regulation,2024-07-18T09:00:00.000,2024-07-18T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Baseball - 12 and Under (Little League),2024-07-19T09:00:00.000,2024-07-19T17:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-19T09:00:00.000,2024-07-19T15:00:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
Miscellaneous,2024-07-18T15:30:00.000,2024-07-18T17:00:00.000,Wagner Playground: Soccer-01,40.7997949,-73.93487686769174
Picnic Performances,2024-07-19T17:00:00.000,2024-07-19T22:00:00.000,Bryant Park: Lawn,40.75375085,-73.98354279430387
Beekeeping Lectures,2024-07-19T12:00:00.000,2024-07-19T13:00:00.000,Bryant Park: East 42nd Street Allee,40.75375085,-73.98354279430387
Softball - Adults,2024-07-16T17:00:00.000,2024-07-16T18:00:00.000,James J Walker Park: Softball-01,40.72974205,-74.00630704669005
Basketball,2024-07-08T08:00:00.000,2024-07-08T20:00:00.000,St Nicholas Park: Arlington Edinboro Playground-Basketball-01,40.8172902,-73.94903635052356
Soccer -Regulation,2024-07-18T21:00:00.000,2024-07-18T23:00:00.000,James J Walker Park: Soccer-01,40.72974205,-74.00630704669005
Soccer - Non Regulation,2024-07-18T17:30:00.000,2024-07-18T21:30:00.000,Tanahey Playground: Soccer-01,40.71016515,-73.99516509020711
